Caption,Image URL
"4 ΕΠΟΧΕΣ, περιδέραιο σε μασίφ ασήμι 925
                            επιχρωματισμένο με ψυχρό σμάλτο – Κωδ.:
                            SR-P-05-GRYG-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-p-05-gryg-n-2-600x450.jpg"
"4 ΕΠΟΧΕΣ, περιδέραιο σε μασίφ ασήμι 925
                            επιχρωματισμένο με ψυχρό σμάλτο – Κωδ.: SR-P-06-
                            GBYG-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-p-06-gbyg-n-600x450.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 οξειδωμένο,
                            Διαστάσεις: 77×53 χιλ., βάρος: 7 γρ. – Κωδ.:
                            SR-B-01-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-01-n-225x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 οξειδωμένο,
                            Διαστάσεις: 47×35 χιλ., βάρος: 3 γρ. – Κωδ.:
                            SR-B-02-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-02-n-200x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 77×53 χιλ., βάρος: 7
                            γρ. – Κωδ.: SR-B-03-B-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-03-b-n-225x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 77×53 χιλ., βάρος: 7
                            γρ. – Κωδ.: SR-B-03-G-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-03-g-n-225x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 77×53 χιλ., βάρος: 7
                            γρ. – Κωδ.: SR-B-03-R-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-03-r-n-200x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 77×53 χιλ., βάρος: 7
                            γρ. – Κωδ.: SR-B-03-V-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-03-v-n-200x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 77×53 χιλ., βάρος: 7
                            γρ. – Κωδ.: SR-B-03-Y-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-03-y-n-225x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 47×35 χιλ., βάρος: 3
                            γρ. – Κωδ.: SR-B-04-B-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-04-b-n-225x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 47×35 χιλ., βάρος: 3
                            γρ. – Κωδ.: SR-B-04-G-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-04-g-n-225x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 47×35 χιλ., βάρος: 3
                            γρ. – Κωδ.: SR-B-04-R-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-04-r-n-225x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 47×35 χιλ., βάρος: 3
                            γρ. – Κωδ.: SR-B-04-V-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-04-v-n-200x300.jpg"
"ΟΜΠΡΕΛΑ, καρφίτσα σε μασίφ ασήμι 925 επιχρωματισμένο
                            με ψυχρό σμάλτο, Διαστάσεις: 47×35 χιλ., βάρος: 3
                            γρ. – Κωδ.: SR-B-04-Y-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-04-y-n-225x300.jpg"
"ΤΕΣΣΕΡΙΣ ΕΠΟΧΕΣ, καρφίτσα σε μασίφ ασήμι 925
                            επιχρωματισμένο με ψυχρό σμάλτο – Κωδ.:
                            SR-B-06-GBYG-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-06-gbyg-n-600x400.jpg"
"ΤΕΣΣΕΡΙΣ ΕΠΟΧΕΣ, καρφίτσα σε μασίφ ασήμι 925
                            επιχρωματισμένο με ψυχρό σμάλτο – Κωδ.:
                            SR-B-06-GRYG-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-b-06-gryg-n-600x400.jpg"
"ΣΥΝΘΕΣΗ, δαχτυλίδι σε μασίφ ασήμι 925 επιχρυσωμένο
                            με 24Κ – Κωδ.: SG-R-01-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sg-r-01-n-2-600x450.jpg"
"ΟΛΥΜΠΙΑΚΟΙ ΚΥΚΛΟΙ, δαχτυλίδι σε μασίφ ασήμι 925
                            επιπλατινωμένο – Κωδ.: SP-R-01-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sp-r-01-n-600x450.jpg"
"ΣΥΝΘΕΣΗ, δαχτυλίδι σε μασίφ ασήμι 925 – Κωδ.:
                            SR-R-01-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-r-01-n-1-600x400.jpg"
"ΟΛΥΜΠΙΑΚΟΙ ΚΥΚΛΟΙ, μπρελόκ σε μασίφ ασήμι 925
                            επιπλατινωμένο – Κωδ.: SP-K-01-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sp-k-01-n-600x400.jpg"
"ΣΥΝΘΕΣΗ, μανικετόκουμπα σε μασίφ ασήμι 925 – Κωδ.:
                            SR-C-01-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/sr-c-01-n-1-600x399.jpg"
"TEL-NÉANT, Διαστάσεις: 110x80x25 χιλ., Κωδ.: OC-08","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/oc-08-238x300.jpg"
"ΜΝΗΜΕΙΟ ΖΑΛΟΓΓΟΥ, Διαστάσεις: 80x50x50 χιλ., Κωδ.:
                            OC-02","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/zaloggo-krystallos-600x407.jpg"
"ΟΜΠΡΕΛΕΣ, Διαστάσεις: 19×13,6 εκ., Κωδ.: PLX-05-N /
                            Διαστάσεις: 25×20 εκ., Κωδ.: PLX-06-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/plx_0506-600x400.jpg"
"ΝΕΦΕΛΗ, Διαστάσεις: 19×13,6 εκ., Κωδ.: PLX-11-N /
                            Διαστάσεις: 25×20 εκ., Κωδ.: PLX-12-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/plx_1112-204x300.jpg"
"ΟΜΠΡΕΛΕΣ, Διαστάσεις: 19×13,6 εκ., Κωδ.: PLX-15-N /
                            Διαστάσεις: 25×20 εκ., Κωδ.: PLX-16-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/plx_1516-200x300.jpg"
"ΑΙΘΡΙΟ, Διαστάσεις: 19×13,6 εκ., Κωδ.: PLX-17-N /
                            Διαστάσεις: 25×20 εκ., Κωδ.: PLX-18-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/plx_1718-600x400.jpg"
"ΓΟΡΓΟΠΟΤΑΜΟΣ, Διαστάσεις: 19×13,6 εκ., Κωδ.:
                            PLX-19-N / Διαστάσεις: 25×20 εκ., Κωδ.: PLX-20-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/plx_1920-192x300.jpg"
"ΟΜΠΡΕΛΕΣ, Διαστάσεις: 19×13,6 εκ., Κωδ.: PLX-01-N /
                            Διαστάσεις: 25×20 εκ., Κωδ.: PLX-02-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/plx-01plus02-n-600x400.jpg"
"ΟΜΠΡΕΛΕΣ, Διαστάσεις: 19×13,6 εκ., Κωδ.: PLX-07-N /
                            Διαστάσεις: 25×20 εκ., Κωδ.: PLX-08-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/plx-07plus08-n-600x400.jpg"
"ΔΙΑΦΡΑΓΜΑ, Διαστάσεις: 19×13,6 εκ., Κωδ.: PLX-09-N /
                            Διαστάσεις: 25×20 εκ., Κωδ.: PLX-10 -N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/plx-09plus10-n-200x300.jpg"
"ΔΙΑΦΡΑΓΜΑ, Διαστάσεις: 19×13,6 εκ., Κωδ.: PLX-21-N /
                            Διαστάσεις: 25×20 εκ., Κωδ.: PLX-22-N","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/plx-21plus22-n-200x300.jpg"
"ΤΣΕΡΚΙΑ ΜΕ ΦΑΚΟ, Πρωτότυπη αφίσα της έκθεσης
                            «ΥΓΡΟΗΧΟΣ» που πραγματοποιήθηκε στο Ινστιτούτο
                            Goethe το 1984, 60 μοναδικά τεμάχια χωρίς
                            επανέκδοση, Διαστάσεις αφίσας: 61×46 εκ. –
                            Διαστάσεις αφίσας με κορνίζα: 64×49 εκ.","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/p-01-232x300.jpg"
"Καρτ ποστάλ με 8 επιλεγμένα γλυπτά του Γιώργου
                            Ζογγολόπουλου. Πακέτο που περιλαμβάνει 8 κάρτες σε
                            χάρτινη θήκη. Διαστάσεις: 11×16 εκ.","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/dscf0004-232x300.jpg"
"ΟΜΠΡΕΛΕΣ, Διαστάσεις γλυπτού: 40×18,5×35 εκ.,
                            Διαστάσεις με θήκη πλεξιγκλάς: 40,5×18,7×40,5 εκ. –
                            Κωδ.: SCL-19","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/ompreles-300x295.jpg"
"ΦΑΚΟΣ ΜΕ ΟΜΠΡΕΛΑ, Διαστάσεις γλυπτού: 38x9x10,5 εκ.,
                            Διαστάσεις χάρτινης θήκης: 40x12x42 εκ. – Κωδ.:
                            SCL-20","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/fakos_me_omprela_1-113x300.jpg"
"ΦΑΚΟΣ ΜΕ ΟΜΠΡΕΛΑ, Διαστάσεις γλυπτού: 38x9x10,5 εκ.,
                            Διαστάσεις χάρτινης θήκης: 40x12x42 εκ. – Κωδ.:
                            SCL-20","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/fakos_me_omprela_2-142x300.jpg"
"ΦΑΚΟΣ ΜΕ ΟΜΠΡΕΛΑ, Διαστάσεις γλυπτού: 38x9x10,5 εκ.,
                            Διαστάσεις χάρτινης θήκης: 40x12x42 εκ. – Κωδ.:
                            SCL-20","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/fakos_me_omprela_3-123x300.jpg"
"ΦΑΚΟΣ ΜΕ ΦΑΚΟΥΣ, Διαστάσεις γλυπτού: 31,5x9x9 εκ.,
                            Διαστάσεις χάρτινης θήκης: 33x10x10 εκ. – Κωδ.:
                            SCL-21","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/fakos_me_fakous_1-137x300.jpg"
"ΚΕΝΟ ΜΕ ΟΜΠΡΕΛΑ, Διαστάσεις γλυπτού: 27,5x20x7,5
                            εκ., – Κωδ.: SCL-22","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/keno_me_omprela_1-211x300.jpg"
"ΡΟΜΒΟΣ ΜΕ ΕΛΑΣΜΑΤΑ, Διαστάσεις γλυπτού: 22x20x5 εκ.
                            – Κωδ.: SCL-23","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/rombos_me_elasmata-300x285.jpg"
"Έξι σχέδια του γλυπτού Διάφραγμα σε χαρτί Fine Art
                            Photo Rag 320 gr. σε πολυτελή κασετίνα (όψη 2),
                            Διαστάσεις κάθε σχεδίου: 30×21,5 εκ., Διαστάσεις
                            κασετίνας: 31,5×24,5×2,5 εκ. – Κωδικός: DWG-01","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/1-600x398.jpg"
"Έξι σχέδια του γλυπτού Διάφραγμα σε χαρτί Fine Art
                            Photo Rag 320 gr. σε πολυτελή κασετίνα (όψη 2),
                            Διαστάσεις κάθε σχεδίου: 30×21,5 εκ., Διαστάσεις
                            κασετίνας: 31,5×24,5×2,5 εκ. – Κωδικός: DWG-01","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/2-300x279.jpg"
"Έξι σχέδια του γλυπτού Διάφραγμα σε χαρτί Fine Art
                            Photo Rag 320 gr. σε πολυτελή κασετίνα (όψη 2),
                            Διαστάσεις κάθε σχεδίου: 30×21,5 εκ., Διαστάσεις
                            κασετίνας: 31,5×24,5×2,5 εκ. – Κωδικός: DWG-01","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/3-600x403.jpg"
"Έξι σχέδια του γλυπτού Διάφραγμα σε χαρτί Fine Art
                            Photo Rag 320 gr. σε πολυτελή κασετίνα (όψη 2),
                            Διαστάσεις κάθε σχεδίου: 30×21,5 εκ., Διαστάσεις
                            κασετίνας: 31,5×24,5×2,5 εκ. – Κωδικός: DWG-01","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/4-300x269.jpg"
"Έξι σχέδια του γλυπτού Διάφραγμα σε χαρτί Fine Art
                            Photo Rag 320 gr. σε πολυτελή κασετίνα (όψη 2),
                            Διαστάσεις κάθε σχεδίου: 30×21,5 εκ., Διαστάσεις
                            κασετίνας: 31,5×24,5×2,5 εκ. – Κωδικός: DWG-01","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/dscf0028-300x75.jpg"
"Σουβέρ με γλυπτά σε πλεξιγκλάς, Διαστάσεις κάθε
                            σουβέρ: 9x9x0,3 εκ., Διαστάσεις θήκης: 10x10x3,5 εκ.
                            – Κωδικός: SVR-01","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/glypta-600x391.jpg"
"Σουβέρ με 6 ζωγραφικά έργα σε πλεξιγκλάς, Διαστάσεις
                            κάθε σουβέρ: 9x9x0,3 εκ., Διαστάσεις θήκης:
                            10x10x3,5 εκ. – Κωδικός: SVR-01","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/zografika-600x402.jpg"
"Σουβέρ με ζωγραφικά έργα σε πλεξιγκλάς – κόκκινα
                            παστέλ, Διαστάσεις κάθε σουβέρ: 9x9x0,3 εκ.,
                            Διαστάσεις θήκης: 10x10x3,5 εκ. – Κωδικός: SVR-01","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/kokkini_seira-600x398.jpg"
"Σουβέρ με ζωγραφικά έργα σε πλεξιγκλάς – μπλε
                            παστέλ, Διαστάσεις κάθε σουβέρ: 9x9x0,3 εκ.,
                            Διαστάσεις θήκης: 10x10x3,5 εκ. – Κωδικός: SVR-01","https://www.zongolopoulos.gr/wp-content/uploads/2022/11/mple_seira-600x408.jpg"
